PC1,PC2,PC3
-3.889628865805644,-0.29593038143922185,0.06856116278958299
-3.992561517503934,0.35473495722180354,-0.20914657006614248
-1.238841566542687,-0.13097307817462167,0.00690760110080389
6.891191892129094,-3.852651365124211,-0.10988516649771851
-3.4185567353130333,-0.1877288607725231,-0.31291020439248884
-7.454840453216272,-0.6973031853374083,-0.18431843863528635
-5.2330154440076155,0.5441398200889648,-0.1269497086619636
-3.6289665581641466,-0.1569690388105614,-0.7513485994413072
-0.6798527149105004,0.9412270027703814,-0.1456988306389144
0.6739712677885564,0.36216272997361604,0.8004896044076533
-2.866108581393078,-0.19345483343876593,0.05139085659995236
-2.974376220966867,0.6988864367568769,-0.36495230375043675
-5.3030147418463045,-0.5230848864323369,-0.8304105202690183
-2.102817550268308,-0.49877694454161403,0.3848505488765197
19.55979342572203,-2.1564799316736996,-3.043085178032392
-4.468152889475151,0.2770533582699897,0.3937439477874302
49.060595962801095,2.381654110367705,4.1221402364667235
-3.623817951290379,-0.3403049852137399,0.018258289389670765
1.1956236410725605,-1.6712751134793824,0.06721639237682901
-3.243650270538149,0.38894445378750087,0.19695635656086594
-2.46078800656365,0.0803793216219094,0.028662504593533488
-2.1699993886222524,0.6388592323073383,0.14045428656687634
-3.059871548571768,0.1778714254439376,-0.07616144871102057
-3.729430597178007,-0.07341156010990635,0.3541665179465686
-2.901345991122498,-0.7737993407923389,-0.058040523021152604
-5.046034194614246,0.06478029314310473,-0.14527953305409833
-5.808847473553083,0.08492595222664437,-0.22384797426182812
-4.516750817758107,0.014894385258209623,-0.24921823978391192
-2.4983339509365936,-0.01954534010139419,-0.48989281583457006
-3.874612495852503,0.1007898115860982,0.05948560587050705
-1.2574640552594047,0.3019737274752554,0.4706999555835731
-2.194342163121785,-0.04905029328484203,-0.6851855503650558
-0.7976671760617977,-0.5726471751347948,0.8866069155164938
-5.920211307258947,0.20321434346368647,0.02687949295934295
4.516161110274616,0.16446018957412903,-0.022832639259234937
-2.6088355563761305,0.44480683280945227,0.06312812765674003
-2.7293120687658448,0.15723206689709443,0.021589963104877753
-5.351077983462576,0.6131103265565829,0.437088989712257
-1.6215690072003168,0.2748065294890779,0.20900019583376628
13.557016227383846,-0.5689683796112806,-0.6178517662899096
-5.372259148790978,0.02785089496326042,-0.19629061510601956
-1.4161359862107066,0.590174345444247,-0.27738033659675465
-1.221077204435287,0.8599726944389857,0.4118074256901457
-1.4777957723868835,0.2504778823548487,-0.19448743996460488
22.66025307899028,-2.2423882632787215,-1.1321287333395056
-3.659968046415001,0.1620836054466347,0.17208221136840313
-2.5150322350742726,0.33821515224620335,-0.1822553803764015
-0.7122796725296086,0.309564720705491,0.8428806568833007
-1.7382177093039104,0.3702781349152006,0.33946999529584176
-4.288612762207246,0.40054064302569203,-0.06524090284635563
-0.8146068177586415,0.3656830650178955,-0.3188455346771668
-2.0714084816614555,0.7144347321191192,-0.6978723895964365
3.0527554387265563,-4.153532864740134,0.8319060949058399
-3.154037127332729,0.5163198658802883,0.38431935354118896
-0.993348388866568,0.031155133079372968,-0.42791009742566677
-3.9030752573947916,-0.12710225789503105,-0.38093119211354315
-2.260424939309551,-0.6469104260208896,0.071641935353662
0.21406947445913543,0.6874198437998207,0.17934991990141236
4.626152069652002,-1.7723210112884122,0.7396479063807964
-0.685026468876115,-0.027092218765150233,-0.2558679417701779
-2.9326389797125385,0.42998549800490204,0.022910863977563454
-5.019555895235671,0.5052106905865965,-0.3987444872295701
-1.1584505719773581,0.4031611629406716,0.0955356910742453
-3.0744091181233992,0.03188669613371189,-0.0594840381356484
-1.7559075689313142,0.32905064358108055,-0.4675718169354469
15.487922753528595,-3.051442995509928,-1.6929458563147952
6.000863495084103,-3.6525405253223098,-0.6839143531270951
-0.9240989589918214,0.4456200871702462,-0.18915309381777307
-4.929485356286721,-0.23815213464388377,0.02077148507415185
-0.03447115827210383,0.5683158001982761,0.39290040438235535
-6.796531392745222,-0.3048475092949349,-0.13615881140244881
1.5472681094213347,0.41131756482297965,-0.492867594580364
-0.0716501895649771,0.14783547114420167,-0.28360475323011636
-3.0868005194480297,0.46808755124968937,0.7825476485989461
-3.647157054791028,0.13166674915215063,0.2634618139542637
-3.8201545533660357,0.1208443100467535,-0.5691784891380917
42.18128640317046,2.8040033487681524,-0.8959162166183879
-3.840482235098378,0.7004957657790222,-0.23305289139909707
-2.317343345207383,0.38318370776931143,0.03840503980216098
1.4976518714903637,0.595530941639679,0.29090925580767335
-4.340723944087647,0.4428401110673562,0.03584326744366512
-4.36881912750283,-0.11644301585705166,0.13371827401184244
-3.231137908751203,0.5143278080867726,-0.1487614440947151
-1.4875444702270166,-2.5031046114982285,-1.4753511799826846
-1.4543589970717528,0.5275319519831271,0.6174873204815909
-0.08919232280153302,0.6623231061552589,-0.09530339054400411
-1.0854542905956825,-0.4224630753964026,-0.26183170075082773
-2.7128744014190005,0.3188468486711016,-0.36851551895869583
-3.5231310327780467,0.17025614271360767,-0.05426680613018924
-0.6794813164597069,-0.06080221408128163,-0.2989044513829357
-0.3061068805194231,0.18378942913070187,0.22628933464053935
-0.04388285411564276,0.7345455341494189,0.29460571584941
-4.495071240601532,-0.02218858537221575,-0.46271018417732007
-2.0115988218189345,0.40967123890399515,-0.3362556837935003
-2.652513801075956,-0.20210275638495737,-0.3348902993371095
-4.32421054983703,0.8530365629068385,-0.09572282980781668
-0.05797553859746997,0.07054001394841107,0.16423754488339676
1.7777067857427258,-0.33980073339934347,0.3272961472370346
-0.28389435479729347,0.4608909050130009,-0.2675469081689246
-4.700503808605274,0.7761770043163494,0.3579685872701788
-2.953329042070265,0.053865740383973904,0.17185559746575424
-3.077562696828119,0.3305628505762359,-0.21017193100599416
-1.081898216948139,0.6676008055138388,1.108994226274654
-1.810947156753249,-0.03691135939932186,-0.008547440735650726
-1.421279592575726,0.16477009723772676,-0.2528457304903681
1.1222672660113666,0.2733526258696024,-0.3075936481220143
-6.051062734502176,0.06364516494063316,-0.2299058458728977
-5.022279869149887,0.31712379615593816,0.2780562629627142
-3.306586303792579,0.35812117963790535,-0.12164158741972667
-1.5834464347926749,0.44627301276986747,0.1216061303810708
-3.2447999322565417,0.2956558976121589,-0.8292765338706481
-5.114479039544078,-0.21057419768519897,0.23977229720989254
-1.1977455322585595,0.006251996383556867,0.38028319983280434
-2.755412063666347,0.3472934440257426,-0.01496417765981354
-4.9093408044607925,-0.28637522121615594,-0.1507759248512962
-3.545124658240491,0.25537901792411977,-0.4941342511959841
0.5503986852685787,-0.48157693767095994,-0.029591663287540426
-6.253666962421232,-0.5832342343713844,-0.061201430953260784
-2.8060629707370404,0.7414718024470017,0.16369933639492187
46.09080244318053,1.5961621439009535,1.9556465991621712
-1.3973950743143022,-0.055798694189003885,-0.5074717427040308
-3.2949925545842897,0.05395959352697369,0.291550396050169
-2.70954844881119,0.8262935105475211,-0.2484493212847489
-1.2367290615952014,0.4727897949173292,0.21484802775996695
-4.761445364219117,0.3241255789085002,-0.14020993344731858
-1.367693911841334,0.41876214765050096,-0.37994889152894257
-2.7183230572671073,0.159219165899093,-0.008867440797705267
-4.9308521941045385,0.03282935547216579,-0.25406434078891843
-2.463957760524522,-0.13179296592053652,0.7591307456125265
16.895958909132062,-8.485047855375592,2.2795440803201084
-2.981371916506674,-0.24668282568936958,-0.18994508354654405
-2.733960421810174,0.7716291156269698,0.1708670829442437
-3.9857519141641076,-0.42005331831835657,-0.1215013867906649
-3.9011653504505728,-0.44722187054653195,-0.003503135552175085
7.95826885697142,-2.565300353591869,0.6967850448103089
-4.618820934752368,-0.1334164702755457,0.7735456262663464
-2.9756189129564783,0.11923774777336905,-0.03323095803926594
3.2206662507567447,0.4169223651204209,-0.6563636244981454
0.06259047316644026,0.06284098526434422,0.08767106824113784
-0.959552665657405,0.057580134382151926,0.07263608966917587
-2.3910379819047014,-0.35714200978765503,0.06331946644246264
-3.587918916787283,0.2507673446417373,-0.8398133334493284
-1.6138727293862827,0.012283669852462695,-0.5971120014590265
-4.10160351818566,-0.2952426053482948,-0.2346020991918727
-1.1666916206313878,1.0940091321570837,0.5621585288181308
-4.58651239161009,-0.13308892277111514,-0.2770337760074544
-3.4249921688977523,0.25913790333669184,0.24606082048742398
-2.3590059287445406,0.0866313542542954,0.016136978961563127
