PC1,PC2,PC3
5.979138072299315,-1.549979936154833,0.5026459495172289
4.9802968755380395,3.8465067860441415,-7.405421002175705
1.2770956965080806,2.626584582198425,3.0985772161044856
-6.386364295353692,-2.625980524136974,5.265068627386093
5.555975726875605,0.9216684052615876,-4.12341573214512
6.822141251166506,1.5102614871636433,-1.708293933681448
-7.011224858999803,1.982560019596506,3.666911352214187
-6.5260351858222165,-15.799378183716966,4.257472161544777
4.056499973342105,-0.8004984450300008,2.3238194917227606
1.7821538088450157,1.0122683204381995,0.32223834241478216
3.6855164544550663,-1.1424731580559708,0.2563393857076281
3.3858263310002776,0.7717903798569866,4.54349916768142
5.397864114973952,-3.8434320797285997,0.740888152398705
5.287673404236472,-1.0082154503999063,-7.083445466152641
-9.695218976062652,-3.019699846196534,11.50215463417418
4.49811233507263,2.2487114383574,-10.331367280437604
-69.22029280717727,19.864526525642226,-11.806901123997607
2.78086299434768,1.8287613639370777,-1.1286607014008754
-0.8980393296821012,-6.097197302556753,-2.2979134022166168
3.7887534368319766,3.395511157075035,1.0693699062011812
3.5271245985892867,0.7779777534836398,1.409803186439635
5.610158475268894,0.5448681539281106,-6.254037672081721
3.0988637907198058,-0.10870756681047307,4.913918664621173
7.50782882254644,-0.07040651350868211,-0.3473922148884606
4.2139399673692,-0.7318287613218507,-3.256578387540945
5.773693763984825,1.4306297053618109,0.455266798609634
1.9353817898179453,5.7591475434132535,-3.180546500368246
5.475951694685811,-0.5828283766288613,-0.681879993751089
6.019087776859294,0.48839071560539704,-0.37861771096041236
5.295228981399452,-0.5236211940608863,-12.189245411225164
6.513227003258724,-2.166902368721992,-0.6834523952257607
2.906785967336085,0.7707561885466209,0.7320614856689349
3.9178101006869928,2.451925909830117,1.6770110933677558
5.617750299274928,0.8878262449956461,-1.2578154745308887
0.6056332763005874,0.7059130600509829,-2.507675738708708
5.179112400146151,-2.350075008134832,-1.6583349706457984
1.6003440110860079,-3.5965720521992055,-0.9837632326906023
6.361575033302488,-0.8343497892283132,-1.5491931573600413
2.9401567162307787,1.9219949917311407,2.5226315951499694
-24.45909929139905,-16.5962430191529,2.038881716751708
2.927374856331246,3.138592215272358,13.205548178144989
2.409935211038408,4.566590810755754,-5.3725397799756305
1.7782918556540772,1.2219783818186838,4.762534977699322
3.120507739559956,2.205161124583768,-3.3276830795724344
-19.94537331931378,-13.459050480009026,-0.001553642481626205
5.32503536231257,-0.7729995944226626,2.9137931063794382
4.168998194162699,0.5383640215094194,-2.2330589194300847
3.1160957747252267,-0.5727553717168153,-0.7407030815718888
2.071484441962005,-4.12315239279851,6.887037361872979
4.393791999946178,0.6447571130531813,-0.007393368570265433
0.9496015148719875,1.016270523807113,-1.4880019279876395
4.18467425719783,5.302344771644842,0.5267704366090257
-8.760358642429463,-0.1585260125817169,4.092576726608974
3.810936849901499,1.4057370640362754,-6.271559440458141
2.2883387656855083,1.5461064711143102,1.1242686887178062
6.1775355944666,0.30266765682725827,-2.670744992417281
-7.501258764016938,6.563202068663952,12.417425575412123
2.617106846321069,1.9207298021588066,3.9801977799197066
-1.7999798862647556,-1.7388092171026028,-2.670062342755425
4.397403755147397,0.360687465756776,-1.9623923574547075
2.5062521523527828,1.5095225341366365,-0.4950639735867932
5.620631432258176,0.24057605544397043,-2.1677377795951474
4.5502933321673895,2.5774251568705018,3.5120554616408333
4.299323461005882,0.5978962827914307,-2.89166143307705
6.355879667915905,-2.809973721581132,0.13720489803882718
-18.98225925131948,-9.762295706188581,0.020726453530270555
-3.8001217854223577,-4.942971201042979,1.189752512616568
6.309944481737526,0.2515170688591911,-0.28320384232637824
3.8492678511622693,0.33146409508248836,13.07338145576756
2.495049477324815,2.1916458411339153,4.851899143777851
2.931497882751037,1.093248677906672,3.5854642208246252
1.4793933228005443,4.406028246606695,3.6546407840965713
2.3158393684377345,1.8815059157208602,1.5553410341233116
2.248482748458609,0.029119378958544773,-0.6943934988131717
5.130440278529115,-0.12214460206293806,-0.15022901861390392
3.8419153702687394,-2.3773970464518825,-0.933429791697318
-53.268792529661155,9.269118720454344,-11.33375643826833
4.025992145727567,0.35154856399271667,-0.6612355313213265
