# X0,X1
-4.382864205594838694e-05,4.620233639928732013e-07
-3.958792068053242850e-05,1.145483042033139044e-05
-1.104102871969848236e-05,8.460309630801757038e-06
6.469804052884061503e-05,-1.523828575431748665e-05
-3.815002898392251334e-05,2.696599175911194652e-06
-6.424697666923452220e-05,4.977663083513395165e-07
-8.974007857102415377e-07,-2.098597689319474499e-05
1.304772258016470279e-05,-9.433495548252877200e-05
-2.015900731772744269e-05,4.809576392603726538e-06
-6.129212132759886043e-06,1.147638050766717529e-05
-2.987623454307682756e-05,-1.576431077280835075e-06
-3.214639579247019583e-05,6.605897734768664795e-06
-4.919477518649692619e-05,-1.662137985394460636e-05
-2.984837894258794718e-05,1.822992434849662385e-06
1.453540082606527865e-04,5.059777973119811819e-06
-4.042139499889365836e-05,6.772007171873188045e-06
5.311356004250205372e-04,8.124415019440348756e-05
-2.973152583976783716e-05,6.217857277279966553e-06
1.114095498497661449e-05,-2.773833351443230979e-05
-3.323337386917499036e-05,1.079022091351569779e-05
-2.785244348983636036e-05,4.536853228211115214e-06
-3.225239912881086205e-05,9.128659839852532788e-06
-2.935229355486717145e-05,-1.751676220771726238e-06
-4.923577057983638885e-05,-6.093809056590090189e-07
-2.793698828215168326e-05,-3.108718301314806344e-06
-5.074379500372657218e-05,4.403006229639800054e-06
-3.818195902411604701e-05,1.531000449571806525e-05
-4.609765674762944700e-05,-1.024911565790038902e-06
-3.645473368906828763e-05,6.831424744752313818e-06
-3.978047987674753280e-05,-2.020440638123466901e-06
-3.303782744023728133e-05,-1.163668908274598181e-06
-2.179416908166479849e-05,3.405444158358119523e-06
-2.279176272895981745e-05,1.474733607385520863e-05
-5.328203548915925515e-05,-5.705062295677619728e-07
2.531339227951301082e-05,8.868525305216790969e-06
-3.384190687685013508e-05,-6.613917434190414313e-07
-1.916205059381784559e-05,-2.145056329457090287e-05
-5.383804389420598018e-05,-1.275572134240450252e-06
-2.269940728380328554e-05,9.745199381054269901e-06
1.695588587307963427e-04,-9.019995885697158679e-05
-4.253250345438474081e-05,2.957414124171732795e-06
-1.756936426776325880e-05,1.666226397759585612e-05
-1.644156850061857030e-05,5.689036340136146337e-06
-2.091533264859644179e-05,9.217697474734943181e-06
2.037071648438932485e-04,-5.313298519641120596e-05
-4.038316458746128425e-05,7.662769890193634508e-08
-2.975478326556395018e-05,4.238711644019262439e-06
-1.941322260589547355e-05,-5.661678973368112047e-07
-1.833636670179771331e-05,-1.673409043810276950e-05
-4.034081070707745529e-05,1.590352438418538143e-06
-8.312686695389859368e-06,1.908024442999407109e-06
-2.902513508724708719e-05,1.979010470021640438e-05
5.369776899436012391e-05,-9.114930540553321732e-06
-3.073275270351215929e-05,9.777265166240783120e-06
-1.410890021871360522e-05,3.746665056838023412e-06
-4.194195553476046443e-05,5.359642293314347587e-07
1.166383143403231635e-05,-1.231044642461874377e-05
-1.147095031022189416e-05,9.611018138296840486e-06
3.252488522395533156e-05,-3.101932222962082994e-06
-2.213917317793642048e-05,5.455398172938420219e-06
-2.627047332526089376e-05,4.112208325201792696e-06
-4.737127318162448854e-05,-7.151027262548736760e-07
-2.691044209598681774e-05,1.698413974768764000e-05
-3.535180028387656257e-05,1.858937118785065998e-06
-3.447175197049855350e-05,-5.709739340244218791e-06
1.657087147146726511e-04,-4.350047580483650304e-05
5.257043642854170918e-05,-2.017320138626312907e-05
-2.770735000437492002e-05,9.253796774228800298e-06
-4.246940298397301029e-05,-3.138597233603717573e-06
-1.206374396989465986e-05,1.370854766726726465e-05
-4.787823717575838753e-05,-1.198990166360013551e-06
-6.203094602260728029e-08,1.970155978464582894e-05
-1.053683102301687888e-05,7.726848067981297255e-06
-2.746242710260175858e-05,1.917659623152181794e-06
-4.235328447606683417e-05,-2.910604723663229772e-06
-3.543598191366971928e-05,-9.152075528115222067e-06
4.407432887098762693e-04,5.008106061735970058e-05
-3.608481014492159560e-05,2.784041298000144033e-06
-3.035088911770148011e-05,1.068490095321433103e-05
1.845365833863941277e-05,-3.629424595109278152e-06
-4.999064808431308364e-05,-1.121958510217502885e-06
-5.358842036478474538e-05,8.765240030147105165e-06
-3.888445926004674284e-05,7.366198367654953393e-06
3.075413757420662200e-05,-6.682973104163764566e-05
-2.561593262500522610e-05,5.744453681744851786e-06
-1.781516958875876483e-05,1.174223940279297656e-05
3.572756637229134325e-05,-9.877890032924977425e-05
-3.193843776464348928e-05,4.770639915789453935e-06
-3.410593652972323115e-05,-2.226747002301508400e-06
-1.838861656342595641e-05,1.229990849552597757e-05
-1.805718049506816134e-05,1.045790052496260473e-05
-2.285256946932477494e-05,8.080418603976339513e-07
6.047252041302814796e-06,-6.226041243219760984e-05
-2.486406188602802801e-05,5.588056217911646963e-06
-2.944282201234925815e-05,4.580935647763895687e-06
-4.218302833009605359e-05,-4.390037012056670219e-06
-1.058365705794819109e-05,3.120038037660309621e-06
1.277661607827192032e-05,-1.319011974682717213e-05
-1.430194148918369717e-05,8.464044097758370580e-06
-4.502057020948340972e-05,3.938974190549607994e-07
-3.247118950257084970e-05,3.362570932661004831e-06
-2.791064870754182139e-05,9.792928049501857995e-06
-2.054757354455395040e-05,2.034442412157200995e-05
-2.457502360726983331e-05,1.001089726665966267e-05
-1.861590667308423393e-05,-2.069895024688373116e-06
-3.414366137814928873e-06,4.550980480396436459e-06
-5.084042967992548437e-05,-4.975752714413024344e-06
-4.855921000039429202e-05,8.487141927759701062e-06
-3.927653059070129347e-05,2.521785689287157096e-06
-1.986764350656179313e-05,1.059458819111514164e-05
-3.986612368314516771e-05,5.113560003408475196e-06
-4.824062940872742022e-05,1.696831903228741207e-05
